unitid,hospital.name,year,HD2013.City.location.of.hospital,HD2013.ZIP.code,HD2013.Longitude.location.of.hospital,HD2013.Latitude.location.of.hospital,IC2013.Patients.total,IC2013.Number.of.first.time.patients.who.recieved.health.services,IC2013.Percent.of.first.time.patients.who.recieved.health.services,DRVIC2013.Percent.admitted...total,DRVIC2013.Percent.admitted...men,DRVIC2013.Percent.admitted...women,DRVIC2013.Admissions.yield...full.time,DRVIC2013.Hospital.monthly.expenses..2013.14,HD2013.State.abbreviation,DRVEF122013.12.month.full.time.equivalent.enrollment..2012.13,state.x,city.x,zipcode,rank,centile,superzip,adultpop,treatment,income,latitude,longitude
236896,Health Clinic Makaurata,2013,giwa,99324-1198,11.352,7.427,1051,245,55,93,91,94,40,25377,kaduna,1871,WA,giwa,236896,40,25377,0,1871,93,1051,11.352,7.427
236939,Phc,2013,borgu,99164-5910,10.622,4.305,14887,3655,23,82,80,84,33,12327,niger,26591,WA,borgu,236939,33,12327,0,26591,82,14887,10.622,4.305
236948,PHC IRAKI,2013,kogi,98195-4550,8.244,6.800,30199,5379,31,55,53,57,37,12397,kogi,45389,WA,kogi,236948,37,12397,0,45389,55,30199,8.244,6.800
237011,PHC ADANGERE,2013,kogi,98225-9008,7.894,6.858,9526,2517,26,84,81,86,35,8863,kogi,13875,WA,kogi,237011,35,8863,0,13875,84,9526,7.894,6.858
237057,PHC EDEGAKI,2013,kogi,99362,8.026,6.792,2586,265,32,57,58,56,27,43500,kogi,1481,WA,kogi,237057,27,43500,0,1481,57,2586,8.026,6.792
237066,PHC GEGU BEKI,2013,kogi,99251,8.242,6.824,4044,NA,NA,65,65,64,23,36012,kogi,2689,WA,kogi,237066,23,36012,0,2689,65,4044,8.242,6.824
237118,Health Centre Okoroagu,2013,etche,26416-2035,4.992,7.083,4892,185,58,43,43,44,21,22740,rivers,901,WV,etche,237118,21,22740,0,901,43,4892,4.992,7.083
237136,PHCC Nkwo Enugwu Ukwu,2013,njikoka,25880,6.170,6.999,121,22,57,91,95,88,55,12945,anambra,255,WV,njikoka,237136,55,12945,0,255,91,121,6.170,6.999
237181,Gbagi PHC aba alfa,2013,lagelu,26032,7.458,3.955,1736,115,56,49,45,55,22,25736,oyo,748,WV,lagelu,237181,22,25736,0,748,49,1736,7.458,3.955
237215,Heritage maternity & child welfare clinic not Aanu oluwa,2013,lagelu,24701,7.467,4.066,1125,49,72,43,41,43,62,5564,oyo,1721,WV,lagelu,237215,62,5564,0,1721,43,1125,7.467,4.066
237312,Phc,2013,borgu,25304,10.425,3.899,1312,79,78,69,68,70,30,19650,niger,1850,WV,borgu,237312,30,19650,0,1850,69,1312,10.425,3.899
237330,PHCC INEMEH,2013,ibaji,24712,6.842,6.649,2698,144,78,46,43,48,42,6160,kogi,2698,WV,ibaji,237330,42,6160,0,2698,46,2698,6.842,6.649
237358,God blossoming heritage maternity clinic,2013,lagelu,26241-3996,7.468,4.089,1022,70,61,57,53,62,46,24992,oyo,830,WV,lagelu,237358,46,24992,0,830,57,1022,7.468,4.089
237367,PHC Afara,2013,etche,26554-2470,5.083,7.087,2799,116,85,66,63,69,40,5824,rivers,3714,WV,etche,237367,40,5824,0,3714,66,2799,5.083,7.087
237385,Gwarta Health Post,2013,yankwashi,26351-1292,12.813,8.518,1198,58,77,74,79,70,31,6384,jigawa,1397,WV,yankwashi,237385,31,6384,0,1397,74,1198,12.813,8.518
237525,Primary Health Clinic Achilafiya,2013,yankwashi,25755,12.797,8.395,2866,341,92,79,75,81,82,6216,jigawa,11925,WV,yankwashi,237525,82,6216,0,11925,79,2866,12.797,8.395
237640,Phc,2013,borgu,26105-8000,10.428,3.817,904,30,78,36,42,32,28,18750,niger,402,WV,borgu,237640,28,18750,0,402,36,904,10.428,3.817
237686,Ercc clinic ungwar ibrahim,2013,sanga,26104,9.370,8.593,NA,NA,NA,NA,NA,NA,NA,2712,kaduna,2619,WV,sanga,237686,NA,2712,NA,2619,NA,NA,9.370,8.593
237701,Health Post Uruokpala,2013,njikoka,26726,6.174,6.971,NA,NA,NA,NA,NA,NA,NA,3336,anambra,1473,WV,njikoka,237701,NA,3336,NA,1473,NA,NA,6.174,6.971
237792,Dugga Health Clinic,2013,borgu,25443,10.479,4.456,2023,428,56,81,81,81,46,6256,niger,3745,WV,borgu,237792,46,6256,0,3745,81,2023,10.479,4.456
237880,Phc,2013,borgu,24901,10.480,3.896,NA,NA,NA,NA,NA,NA,NA,NA,niger,838,WV,borgu,237880,NA,NA,NA,838,NA,NA,10.480,3.896
237899,Primary Health Clinic,2013,borgu,25112-1000,10.433,4.452,2202,39,83,45,43,46,41,5932,niger,2133,WV,borgu,237899,41,5932,0,2133,45,2202,10.433,4.452
237905,primary health care centre okoroba,2013,nembe,26506-8062,4.632,6.427,113,2,100,13,21,12,100,NA,bayelsa,47,WV,nembe,237905,100,NA,1,47,13,113,4.632,6.427
237932,NDIENYI HEALTH CLINIC,2013,izzi,26074,6.667,8.188,2175,51,90,71,69,73,32,6226,ebonyi,2728,WV,izzi,237932,32,6226,0,2728,71,2175,6.667,8.188
237950,Primary Health Centre,2013,yenagoa,25136,5.137,6.430,1033,46,80,51,52,50,36,5808,bayelsa,942,WV,yenagoa,237950,36,5808,0,942,51,1033,5.137,6.430
237969,IZENYI HEALTH POST,2013,izzi,26201-2994,6.657,8.184,1762,193,74,77,74,80,35,26794,ebonyi,1309,WV,izzi,237969,35,26794,0,1309,77,1762,6.657,8.184
238032,Primary Health Centre,2013,yenagoa,26506-6201,5.242,6.534,16521,3077,58,85,84,87,36,6456,bayelsa,29285,WV,yenagoa,238032,36,6456,0,29285,85,16521,5.242,6.534
238078,Primary Health Centre Agbura,2013,yenagoa,26003,4.847,6.269,1258,116,74,69,73,65,27,27830,bayelsa,1470,WV,yenagoa,238078,27,27830,0,1470,69,1258,4.847,6.269
238193,Sabon garin Nasarawa Dispensary,2013,dutsin,53234-3922,12.456,7.549,582,5,93,79,NA,79,44,23231,katsina,1925,WI,dutsin,238193,44,23231,0,1925,79,582,12.456,7.549
238263,ripus hospital,2013,yenagoa,53704-2599,4.937,6.319,NA,NA,NA,NA,NA,NA,NA,3914,bayelsa,9603,WI,yenagoa,238263,NA,3914,NA,9603,NA,NA,4.937,6.319
238324,everly medical centre,2013,yenagoa,54311,4.942,6.320,72,0,100,56,50,56,100,20405,bayelsa,232,WI,yenagoa,238324,100,20405,0,232,56,72,4.942,6.320
238333,Unguwar Karyo Dispensary,2013,birnin,53511-5595,12.515,4.152,2253,117,72,68,63,71,20,41250,kebbi,1270,WI,birnin,238333,20,41250,0,1270,68,2253,12.515,4.152
238430,Ayaragu PHC,2013,ivo,53217-3985,5.877,7.576,577,17,89,84,88,82,42,25450,ebonyi,3595,WI,ivo,238430,42,25450,0,3595,84,577,5.877,7.576
238458,IULEHA CLINIC AND MATERNITY HOME,2013,owan,53186,7.001,5.906,2868,4,97,81,78,83,30,27724,edo,3463,WI,owan,238458,30,27724,0,3463,81,2868,7.001,5.906
238476,ANOITTED MATERNITY HOME,2013,owan,53140-1994,6.871,5.953,7174,23,97,70,70,70,14,34850,edo,3130,WI,owan,238476,14,34850,0,3130,70,7174,6.871,5.953
238573,22 Brigade sobi cantonment medical centre,2013,ilorin,53212,8.561,4.554,NA,NA,NA,NA,NA,NA,NA,NA,kwara,129,WI,ilorin,238573,NA,NA,NA,129,NA,NA,8.561,4.554
238616,ODION MEDICAL CENTRE,2013,owan,53097-2402,6.865,5.951,2510,23,94,70,66,73,33,25160,edo,5647,WI,owan,238616,33,25160,0,5647,70,2510,6.865,5.951
238661,IHIEVBE PHC,2013,owan,53711-1997,7.040,6.123,1297,2,97,77,71,80,30,24666,edo,2455,WI,owan,238661,30,24666,0,2455,77,1297,7.040,6.123
238980,MAKI HEALTH CENTER,2013,,53073,10.379,13.040,885,5,98,66,49,62,37,22950,Adamawa,2395,WI,,238980,37,22950,0,2395,66,885,10.379,13.040
239017,NWANI MEDICAL CENTRE,2013,owan,54911,6.973,6.043,2710,NA,NA,73,69,75,20,41226,edo,1567,WI,owan,239017,20,41226,0,1567,73,2710,6.973,6.043
239071,BJ NURSING AND MATERNITY HOME,2013,owan,53094,6.979,6.048,417,27,89,71,71,72,69,13120,edo,928,WI,owan,239071,69,13120,0,928,71,417,6.979,6.048
239080,EKPESA PHC,2013,akoko,54935-4699,7.426,6.076,1021,3,94,76,71,78,33,24650,edo,2045,WI,akoko,239080,33,24650,0,2045,76,1021,7.426,6.076
239105,EMABU MODEL PHC,2013,owan,53233,7.044,6.132,23432,318,90,57,56,59,15,34640,edo,11003,WI,owan,239105,15,34640,0,11003,57,23432,7.044,6.132
239169,Ohanmi PHC,2013,owan,53226-0509,7.096,6.002,NA,NA,NA,NA,NA,NA,NA,NA,edo,1209,WI,owan,239169,NA,NA,NA,1209,NA,NA,7.096,6.002
239309,"Basic Health Centre, Ayedaade",2013,ifedayo,53202-6003,7.960,4.978,603,NA,NA,61,61,61,42,30989,osun,717,WI,ifedayo,239309,42,30989,0,717,61,603,7.960,4.978
239318,Amoya Phc,2013,owan,53202-3109,7.173,5.996,2167,33,87,68,71,62,36,34470,edo,2386,WI,owan,239318,36,34470,0,2386,68,2167,7.173,5.996
239390,Imafun Osi Phc,2013,owan,53222-4597,7.199,5.975,478,8,97,54,0,54,44,25098,edo,1234,WI,owan,239390,44,25098,0,1234,54,478,7.199,5.975
239424,Urhe Ikao PHC,2013,owan,53058-9793,7.205,6.031,NA,NA,NA,NA,NA,NA,NA,NA,edo,136,WI,owan,239424,NA,NA,NA,136,NA,NA,7.205,6.031
239503,Model PHC Ivbiaro,2013,owan,54119-9285,7.051,6.173,NA,NA,NA,NA,NA,NA,NA,13380,edo,433,WI,owan,239503,NA,13380,NA,433,NA,NA,7.051,6.173
239512,Yunusa Clinic,2013,makarfi,54806-3999,11.367,7.829,1058,23,91,59,59,59,22,29990,kaduna,598,WI,makarfi,239512,22,29990,0,598,59,1058,11.367,7.829
239628,AMARATA HEALTH CENTRE,2013,yenagoa,54971-0248,4.931,6.289,1320,39,89,75,73,77,24,31604,bayelsa,979,WI,yenagoa,239628,24,31604,0,979,75,1320,4.931,6.289
239637,ST PETERS HOSPITAL,2013,yenagoa,53132,4.928,6.292,NA,NA,NA,NA,NA,NA,NA,NA,bayelsa,120,WI,yenagoa,239637,NA,NA,NA,120,NA,NA,4.928,6.292
239716,"Primary Health Centre, Eleesi",2013,orolu,54115-2099,7.865,4.484,2088,0,97,82,79,84,32,31866,osun,2324,WI,orolu,239716,32,31866,0,2324,82,2088,7.865,4.484
239743,"Primary Health Centre, Bolorunduro",2013,orolu,54220-9319,7.848,4.479,170,2,93,60,53,64,39,23180,osun,481,WI,orolu,239743,39,23180,0,481,60,170,7.848,4.479
240107,CONVICTION MATERNITY HOME,2013,ikpoba,54601-8804,6.327,5.656,1711,0,96,71,59,76,25,23330,edo,2848,WI,ikpoba,240107,25,23330,0,2848,71,1711,6.327,5.656
240189,Mutuku Health Clinic,2013,,53190-1790,10.295,12.960,5704,23,98,85,84,86,45,7578,Adamawa,11124,WI,,240189,45,7578,0,11124,85,5704,10.295,12.960
240213,Gaya FaÃ¢Â€Â˜a Health Clinic,2013,,53225-4960,10.465,12.985,NA,NA,NA,NA,NA,NA,NA,NA,Adamawa,77,WI,,240213,NA,NA,NA,77,NA,NA,10.465,12.985
240268,Musuda Health Clinic,2013,,54702-4004,10.383,12.919,6610,0,99,76,72,79,41,8710,Adamawa,10170,WI,,240268,41,8710,0,10170,76,6610,10.383,12.919
240277,Primary Health Care Centre,2013,,54311-7001,10.362,12.867,2520,0,96,85,80,87,42,7676,Adamawa,5415,WI,,240277,42,7676,0,5415,85,2520,10.362,12.867
240329,Zah Health Clinic,2013,,54601-9959,10.411,12.743,6982,0,98,72,66,76,38,8769,Adamawa,10041,WI,,240329,38,8769,0,10041,72,6982,10.411,12.743
240338,Uban Doma Disp,2013,zuru,53226-4699,11.454,5.352,870,24,96,64,53,77,41,24770,kebbi,1159,WI,zuru,240338,41,24770,0,1159,64,870,11.454,5.352
240365,Tamawa clinic & maternity,2013,,54901,10.626,13.387,5117,0,96,81,78,84,44,7401,Adamawa,10660,WI,,240365,44,7401,0,10660,81,5117,10.626,13.387
240374,AZUKPARA AMAGENYIGBA HEALTH CENTRE,2013,abakaliki,53141-2000,6.259,8.091,1896,0,92,75,78,73,45,7316,ebonyi,3843,WI,abakaliki,240374,45,7316,0,3843,75,1896,6.259,8.091
240417,EVANGEL MISSION CLINIC,2013,abakaliki,54751,6.248,8.106,3150,0,97,89,88,90,53,8968,ebonyi,8120,WI,abakaliki,240417,53,8968,0,8120,89,3150,6.248,8.106
240426,"NEW TIMBER HEALTH CENTRE, NKWAGU",2013,abakaliki,54880-4500,6.238,8.100,941,0,86,89,86,92,43,7946,ebonyi,2302,WI,abakaliki,240426,43,7946,0,2302,89,941,6.238,8.100
240444,EBIA UNUHU HEALTH CENTRE,2013,abakaliki,53706-1380,6.231,8.077,23324,1401,85,68,64,71,40,10403,ebonyi,37667,WI,abakaliki,240444,40,10403,0,37667,68,23324,6.231,8.077
240453,Basorun/Odo Oje PHC,2013,orolu,53201-0413,7.857,4.486,8944,0,95,86,85,87,44,9300,osun,24337,WI,orolu,240453,44,9300,0,24337,86,8944,7.857,4.486
240462,Aisha Alansariya,2013,igabi,53818-3099,10.525,7.390,3399,0,93,96,97,96,51,7484,kaduna,7679,WI,igabi,240462,51,7484,0,7679,96,3399,10.525,7.390
240471,Nasiha Clinic,2013,igabi,54022-5001,10.528,7.388,2602,0,98,87,86,87,49,7720,kaduna,5868,WI,igabi,240471,49,7720,0,5868,87,2602,10.528,7.388
240480,PHC,2013,ekeremor,54481-3897,4.983,5.522,4432,0,97,83,81,85,44,7577,bayelsa,9104,WI,ekeremor,240480,44,7577,0,9104,83,4432,4.983,5.522
240727,Rahman Hospital,2013,igabi,82071,10.595,7.401,4181,256,89,96,94,98,39,4404,kaduna,11299,WY,igabi,240727,39,4404,0,11299,96,4181,10.595,7.401
243744,Bethel Clinic and Maternity,2013,igabi,94305,10.594,7.400,38828,1438,39,6,6,6,76,43683,kaduna,15370,CA,igabi,243744,76,43683,1,15370,6,38828,10.594,7.400
243780,Argungu Town HF,2013,argungu,47907-2040,12.747,4.524,31083,4663,54,60,58,64,34,9992,kebbi,39760,IN,argungu,243780,34,9992,0,39760,60,31083,12.747,4.524
243823,ELINWOVU GENERAL HOSPITAL,2013,abakaliki,75229-5668,6.210,8.112,NA,NA,NA,NA,NA,NA,NA,15230,ebonyi,1006,TX,abakaliki,243823,NA,15230,NA,1006,NA,NA,6.210,8.112
244190,Primary health centre,2013,sagbama,19803,5.027,6.154,NA,NA,NA,NA,NA,NA,NA,13050,bayelsa,911,DE,sagbama,244190,NA,13050,NA,911,NA,NA,5.027,6.154
244233,Kukar Tunkara Dispensary,2013,arewa,33309,12.368,3.737,NA,NA,NA,NA,NA,NA,NA,15840,kebbi,615,FL,arewa,244233,NA,15840,NA,615,NA,NA,12.368,3.737
245652,ruwan gora dispensary,2013,talata,87505-4599,12.290,6.020,205,NA,NA,82,78,88,50,46286,zamfara,489,NM,talata,245652,50,46286,0,489,82,205,12.290,6.020
245731,NWOFE HEALTH CENTRE,2013,izzi,11230,6.516,8.163,NA,NA,NA,NA,NA,NA,NA,NA,ebonyi,59,NY,izzi,245731,NA,NA,NA,59,NA,NA,6.516,8.163
245777,Kulende Housing Estate Health Centre,2013,ilorin,10952,8.517,4.588,1,NA,NA,100,100,NA,100,7800,kwara,29,NY,ilorin,245777,100,7800,0,29,100,1,8.517,4.588
245838,De-New Ayetoro Medical Centre,2013,ojo,90230-7615,6.498,3.144,NA,NA,NA,NA,NA,NA,NA,NA,lagos,817,CA,ojo,245838,NA,NA,NA,817,NA,NA,6.498,3.144
245847,"LG Clinic,  Bweru",2013,baruten,93101,9.665,3.443,NA,NA,NA,NA,NA,NA,NA,NA,kwara,345,CA,baruten,245847,NA,NA,NA,345,NA,NA,9.665,3.443
245865,Grace mobolaji maternity,2013,ojo,3431,6.455,3.139,NA,NA,NA,NA,NA,NA,NA,NA,lagos,571,NH,ojo,245865,NA,NA,NA,571,NA,NA,6.455,3.139
245883,Nasara clinic,2013,kankara,98121-1814,11.935,7.414,42,NA,NA,79,89,76,91,20595,katsina,604,WA,kankara,245883,91,20595,0,604,79,42,11.935,7.414
245892,Yo Omolara Medical Home,2013,badagry,45387,6.503,3.027,NA,NA,NA,NA,NA,NA,NA,NA,lagos,180,OH,badagry,245892,NA,NA,NA,180,NA,NA,6.503,3.027
245953,Tobolo Health Centre,2013,yewa,73170-9797,7.251,2.773,NA,NA,NA,NA,NA,NA,NA,15688,ogun,2869,OK,yewa,245953,NA,15688,NA,2869,NA,NA,7.251,2.773
246345,Kemberi Outreach Centre,2013,ojo,77035-3602,6.467,3.187,NA,NA,NA,NA,NA,NA,NA,NA,lagos,145,TX,ojo,246345,NA,NA,NA,145,NA,NA,6.467,3.187
246789,WAPC PHC,2013,badagry,12507,6.415,2.991,0,NA,NA,NA,NA,NA,NA,24500,lagos,71,NY,badagry,246789,NA,24500,NA,71,NA,0,6.415,2.991
247162,Oluwasola clinic,2013,akoko,48201,7.442,5.900,NA,NA,NA,NA,NA,NA,NA,NA,ondo,90,MI,akoko,247162,NA,NA,NA,90,NA,NA,7.442,5.900
247649,Seme Primary Health Centre,2013,badagry,5346,6.379,2.711,266,NA,NA,86,87,86,58,49630,lagos,469,VT,badagry,247649,58,49630,0,469,86,266,6.379,2.711
247773,"Primary Health Care Clinic, Angwan Damen",2013,qua,48237,8.632,9.210,19,NA,NA,100,100,NA,100,6200,plateau,70,MI,qua,247773,100,6200,0,70,100,19,8.632,9.210
247825,"Primary health Care Clinic, vutu",2013,qua,78752,8.843,9.322,NA,NA,NA,NA,NA,NA,NA,NA,plateau,30,TX,qua,247825,NA,NA,NA,30,NA,NA,8.843,9.322
260947,"Anzotsa Memorial Clinic and maternity, Namu",2013,qua,60056-2522,8.690,9.101,NA,NA,NA,NA,NA,NA,NA,11070,plateau,29,IL,qua,260947,NA,11070,NA,29,NA,NA,8.690,9.101
260956,"Goodnews Dispansary, shindai",2013,qua,60076,8.787,9.149,NA,NA,NA,NA,NA,NA,NA,NA,plateau,96,IL,qua,260956,NA,NA,NA,96,NA,NA,8.787,9.149
262022,"Ken Dispensary, Mangoro Uku",2013,qua,92115,8.711,9.168,NA,NA,NA,NA,NA,NA,NA,NA,plateau,130,CA,qua,262022,NA,NA,NA,130,NA,NA,8.711,9.168
262086,PHC Kuraye,2013,kubau,92618,11.018,8.273,34,NA,NA,100,100,100,0,8800,kaduna,6374,CA,kubau,262086,0,8800,0,6374,100,34,11.018,8.273
262129,PHC Gedege,2013,kubau,34243-2109,11.104,8.313,1376,188,54,61,61,60,27,6866,kaduna,946,FL,kubau,262129,27,6866,0,946,61,1376,11.104,8.313
363712,Local Government Clinic Gwane Kosubosu,2013,baruten,33139,9.525,3.334,NA,NA,NA,NA,NA,NA,NA,8400,kwara,31,FL,baruten,363712,NA,8400,NA,31,NA,NA,9.525,3.334
363721,PHC Rikochi,2013,kubau,20008,10.995,8.337,NA,NA,NA,NA,NA,NA,NA,NA,kaduna,322,NA,kubau,363721,NA,NA,NA,322,NA,NA,10.995,8.337
365426,Dukawa Health Post,2013,kura,55905,11.797,8.534,NA,NA,NA,NA,NA,NA,NA,NA,kano,279,MN,kura,365426,NA,NA,NA,279,NA,NA,11.797,8.534
366003,Zamava Clinic,2013,bogoro,33441,9.631,9.543,NA,NA,NA,NA,NA,NA,NA,5130,bauchi,73,FL,bogoro,366003,NA,5130,NA,73,NA,NA,9.631,9.543
366252,Adejoke Hospital & Maternity Home,2013,badagry,17701-5799,6.505,3.006,NA,NA,NA,NA,NA,NA,NA,14940,lagos,5291,PA,badagry,366252,NA,14940,NA,5291,NA,NA,6.505,3.006
366368,CHARITY HOSPITALABUGA,2013,okene,10013-2911,7.556,6.190,NA,NA,NA,NA,NA,NA,NA,NA,kogi,109,NY,okene,366368,NA,NA,NA,109,NA,NA,7.556,6.190
366711,Iba PHC,2013,ojo,92096-0001,6.507,3.200,10208,1705,34,63,59,65,26,6649,lagos,8070,CA,ojo,366711,26,6649,0,8070,63,10208,6.507,3.200
366793,Mercy of GodÃ¢Â€Â˜s Glory Health Services,2013,ido,23228,7.375,3.801,NA,NA,NA,NA,NA,NA,NA,NA,oyo,78,VA,ido,366793,NA,NA,NA,78,NA,NA,7.375,3.801
367839,Health centre,2013,moro,80236-2711,8.698,4.681,NA,NA,NA,NA,NA,NA,NA,5634,kwara,127,CO,moro,367839,NA,5634,NA,127,NA,NA,8.698,4.681
367884,Health post,2013,moro,34119-7932,8.676,4.710,221,NA,NA,83,88,80,79,12740,kwara,2176,FL,moro,367884,79,12740,0,2176,83,221,8.676,4.710
369002,H.C okutala,2013,moro,1810,8.700,4.704,NA,NA,NA,NA,NA,NA,NA,NA,kwara,480,MA,moro,369002,NA,NA,NA,480,NA,NA,8.700,4.704
369659,OWNER OCCUPIER CLINIC,2013,makurdi,97209,7.698,8.552,NA,NA,NA,NA,NA,NA,NA,NA,benue,400,OR,makurdi,369659,NA,NA,NA,400,NA,NA,7.698,8.552
369817,Baaji Specialist Hospital,2013,ikeja,20785,6.597,3.344,NA,NA,NA,NA,NA,NA,NA,NA,lagos,44,MD,ikeja,369817,NA,NA,NA,44,NA,NA,6.597,3.344
372958,GodÃ¢Â€Â˜s Love Maternity Home,2013,ikeja,96813-2811,6.594,3.342,63,NA,NA,76,64,79,90,16950,lagos,963,HI,ikeja,372958,90,16950,0,963,76,63,6.594,3.342
373827,Dolu Hospital,2013,oshodi,4401,6.560,3.336,436,NA,NA,30,33,23,71,14104,lagos,465,ME,oshodi,373827,71,14104,0,465,30,436,6.560,3.336
374024,Ajibulu PHC,2013,oshodi,55423,6.561,3.332,NA,NA,NA,NA,NA,NA,NA,NA,lagos,219,MN,oshodi,374024,NA,NA,NA,219,NA,NA,6.561,3.332
375230,Gamki Dispensary,2013,dass,11219,10.014,9.454,NA,NA,NA,NA,NA,NA,NA,8000,bauchi,130,NY,dass,375230,NA,8000,NA,130,NA,NA,10.014,9.454
377555,Alkalerin Yelo Primary Health Centre,2013,alkaleri,98011-8246,9.701,10.792,2459,504,23,76,76,76,30,11911,bauchi,3973,WA,alkaleri,377555,30,11911,0,3973,76,2459,9.701,10.792
377564,Life Care Clinic,2013,ikeja,98402-3100,6.597,3.349,1198,382,18,85,82,87,38,11902,lagos,3880,WA,ikeja,377564,38,11902,0,3880,85,1198,6.597,3.349
380377,Ostard Specialist Hospital,2013,ajeromi,98226-9217,6.446,3.327,NA,NA,NA,NA,NA,NA,NA,4155,lagos,548,WA,ajeromi,380377,NA,4155,NA,548,NA,NA,6.446,3.327
381459,Adeyemi Hospital,2013,oshodi,85018-7607,6.536,3.323,NA,NA,NA,NA,NA,NA,NA,NA,lagos,124,AZ,oshodi,381459,NA,NA,NA,124,NA,NA,6.536,3.323
381617,Heda Hospital,2013,oshodi,48060,6.546,3.324,NA,NA,NA,NA,NA,NA,NA,8100,lagos,873,MI,oshodi,381617,NA,8100,NA,873,NA,NA,6.546,3.324
384254,Ojumiri Medical,2013,oshodi,34748,6.549,3.319,139,NA,NA,65,66,61,46,31496,lagos,192,FL,oshodi,384254,46,31496,0,192,65,139,6.549,3.319
384306,Muskat hospital,2013,ojo,94704,6.462,3.154,NA,NA,NA,NA,NA,NA,NA,NA,lagos,227,CA,ojo,384306,NA,NA,NA,227,NA,NA,6.462,3.154
384421,Owode Balogun Health Centre,2013,yewa,8817,6.941,2.874,29,NA,NA,100,100,NA,100,10900,ogun,58,NJ,yewa,384421,100,10900,0,58,100,29,6.941,2.874
385619,Gwaram B Maternity,2013,alkaleri,33431,10.180,10.184,67,NA,NA,91,95,87,87,15400,bauchi,1136,FL,alkaleri,385619,87,15400,0,1136,91,67,10.180,10.184
388520,Badejo Poly Clinic Anex,2013,yewa,77036-3211,7.263,2.764,NA,NA,NA,NA,NA,NA,NA,9801,ogun,292,TX,yewa,388520,NA,9801,NA,292,NA,NA,7.263,2.764
392840,St. Dominic Savio Hospital & Maternity,2013,idemili,37228,6.152,6.839,466,10,90,35,44,30,48,19710,anambra,267,TN,idemili,392840,48,19710,0,267,35,466,6.152,6.839
399911,L.G clinic,2013,baruten,92656-4105,8.972,3.168,422,102,28,43,42,44,61,29144,kwara,446,CA,baruten,399911,61,29144,0,446,43,422,8.972,3.168
401223,Health Post Nkpor-Uno,2013,idemili,90020,6.127,6.864,5,NA,NA,80,100,75,50,4900,anambra,130,CA,idemili,401223,50,4900,0,130,80,5,6.127,6.864
401250,St. Michael Hospital,2013,idemili,90066,6.104,6.888,NA,NA,NA,NA,NA,NA,NA,NA,anambra,387,CA,idemili,401250,NA,NA,NA,387,NA,NA,6.104,6.888
402828,Ekisola Medical Clinic,2013,yewa,17110-9450,7.062,2.983,NA,NA,NA,NA,NA,NA,NA,NA,ogun,430,PA,yewa,402828,NA,NA,NA,430,NA,NA,7.062,2.983
404073,"Dispensary, Gwette",2013,baruten,48326-2642,9.837,3.481,NA,NA,NA,NA,NA,NA,NA,8100,kwara,2284,MI,baruten,404073,NA,8100,NA,2284,NA,NA,9.837,3.481
404082,"Ogbu PHC, Abatete",2013,idemili,48035,6.118,6.938,NA,NA,NA,NA,NA,NA,NA,8100,anambra,3413,MI,idemili,404082,NA,8100,NA,3413,NA,NA,6.118,6.938
404648,Basic Health Centre,2013,idanre,49601-9600,7.020,5.178,NA,NA,NA,NA,NA,NA,NA,8100,ondo,1358,MI,idanre,404648,NA,8100,NA,1358,NA,NA,7.020,5.178
405058,Agbaja Health Post,2013,idemili,11204,6.134,6.939,49,NA,NA,100,100,NA,100,9000,anambra,145,NY,idemili,405058,100,9000,0,145,100,49,6.134,6.939
405854,Basic Health Centre,2013,idanre,11211,7.019,5.238,45,NA,NA,100,100,NA,78,10900,ondo,152,NY,idanre,405854,78,10900,0,152,100,45,7.019,5.238
406200,Achufusi Hospital & Maternity,2013,idemili,66210-1616,6.132,6.920,NA,NA,NA,NA,NA,NA,NA,12700,anambra,3107,KS,idemili,406200,NA,12700,NA,3107,NA,NA,6.132,6.920
406547,OGBAGU HEALTH CENTRE,2013,nsukka,32607,6.809,7.373,NA,NA,NA,NA,NA,NA,NA,15840,enugu,425,FL,nsukka,406547,NA,15840,NA,425,NA,NA,6.809,7.373
407009,Odida PHC,2013,idemili,85306,6.107,6.958,1166,170,56,76,71,79,30,9545,anambra,3454,AZ,idemili,407009,30,9545,0,3454,76,1166,6.107,6.958
407629,Amuyanju Clinic,2013,yewa,16509-1025,7.152,2.851,NA,NA,NA,NA,NA,NA,NA,NA,ogun,3359,PA,yewa,407629,NA,NA,NA,3359,NA,NA,7.152,2.851
409254,Igan Alade Health Centre,2013,yewa,60654-4510,7.056,2.904,NA,NA,NA,NA,NA,NA,NA,NA,ogun,160,IL,yewa,409254,NA,NA,NA,160,NA,NA,7.056,2.904
409315,Oge Zion Maternity,2013,owerri,78502-9701,5.464,7.108,NA,NA,NA,NA,NA,NA,NA,3246,imo,19701,TX,owerri,409315,NA,3246,NA,19701,NA,NA,5.464,7.108
409616,Immanuel Hospital Emekuku,2013,owerri,02809-5171,5.480,7.121,NA,NA,NA,NA,NA,NA,NA,NA,imo,516,RI,owerri,409616,NA,NA,NA,516,NA,NA,5.480,7.121
409698,Fanyabo healthpost,2013,doguwa,93955-8001,11.115,8.546,12562,841,40,44,40,47,16,5963,kano,5125,CA,doguwa,409698,16,5963,0,5125,44,12562,11.115,8.546
